"","symbol","date","Ra"
"289","AKAM",2008-03-31,-0.199089874857793
"290","AKAM",2008-04-30,0.270241477272727
"291","AKAM",2008-05-30,0.0916969247973161
"292","AKAM",2008-06-30,-0.10909086066814
"293","AKAM",2008-07-31,-0.329117581801737
"294","AKAM",2008-08-29,-0.0188517566409597
"295","AKAM",2008-09-30,-0.238427903930131
"296","AKAM",2008-10-31,-0.175458762875071
"297","AKAM",2008-11-28,-0.14673157162726
"298","AKAM",2008-12-31,0.229828850855746
"299","AKAM",2009-01-30,-0.106693174287608
"300","AKAM",2009-02-27,0.341988130563798
"301","AKAM",2009-03-31,0.0724156992813709
"302","AKAM",2009-04-30,0.135051546391753
"303","AKAM",2009-05-29,0.011353315168029
"304","AKAM",2009-06-29,-0.116748989672205
"305","ALK",2007-12-31,0.017908247207675
"306","ALK",2008-01-31,0.0115952813557778
"307","ALK",2008-02-29,-0.0355729814614646
"308","ALK",2008-03-31,-0.195901737217881
"309","ALK",2008-04-30,0.094801101912386
"310","ALK",2008-05-30,-0.0907819433000354
"311","ALK",2008-06-30,-0.214541648104469
"312","ALK",2008-07-31,0.165579870257154
"313","ALK",2008-08-29,0.175056185812964
"314","ALK",2008-09-30,-0.0295100681271914
"315","ALK",2008-10-31,0.211378137445506
"316","ALK",2008-11-28,-0.070849881630229
"317","ALK",2008-12-31,0.274509435289726
"318","ALK",2009-01-30,-0.0988030745236202
"319","ALK",2009-02-27,-0.168816634925906
"320","ALK",2009-03-31,-0.198083157250212
"321","ALK",2009-04-30,-0.0449624747310446
"322","ALK",2009-05-29,-0.0721102702972085
"323","ALK",2009-06-29,0.183044440394084
"324","ALB",2007-12-31,-0.0780164218248949
"325","ALB",2008-01-31,-0.121211776009636
"326","ALB",2008-02-29,0.0466203343177398
"327","ALB",2008-03-31,-0.0343008952146816
"328","ALB",2008-04-30,0.0243698488045645
"329","ALB",2008-05-30,0.188719525454249
"330","ALB",2008-06-30,-0.100027880794362
"331","ALB",2008-07-31,-0.0245548630154948
"332","ALB",2008-08-29,0.0208063248764567
"333","ALB",2008-09-30,-0.221237477759997
"334","ALB",2008-10-31,-0.210440990147547
"335","ALB",2008-11-28,-0.165092377709401
"336","ALB",2008-12-31,0.103214384158485
"337","ALB",2009-01-30,-0.00224227260878618
"338","ALB",2009-02-27,-0.130337035126667
"339","ALB",2009-03-31,0.133329591902717
"340","ALB",2009-04-30,0.231970847263953
"341","ALB",2009-05-29,0.05219969649358
"342","ALB",2009-06-29,-0.0802014873820595
"343","ARE",2007-12-31,0.032727130745684
"344","ARE",2008-01-31,-0.035310661668146
"345","ARE",2008-02-29,-0.0640293082380058
"346","ARE",2008-03-31,0.0185847845325917
"347","ARE",2008-04-30,0.132766093541654
"348","ARE",2008-05-30,-0.00695061715531375
"349","ARE",2008-06-30,-0.0591334839920246
"350","ARE",2008-07-31,0.0608173808480514
"351","ARE",2008-08-29,0.0430951461865183
"352","ARE",2008-09-30,0.0519853813695039
"353","ARE",2008-10-31,-0.382044550292475
"354","ARE",2008-11-28,-0.36306089602024
"355","ARE",2008-12-31,0.382480431891527
"356","ARE",2009-01-30,-0.0165726525425821
"357","ARE",2009-02-27,-0.326592422105194
"358","ARE",2009-03-31,-0.0688524438680326
"359","ARE",2009-04-30,0.00219807581228348
"360","ARE",2009-05-29,-0.0158994238125267
"361","ARE",2009-06-29,0.00385902095013746
"362","ALGN",2007-12-31,0.0208078335373316
"363","ALGN",2008-01-31,-0.293764988009592
"364","ALGN",2008-02-29,0.0483870967741935
"365","ALGN",2008-03-31,-0.100404858299595
"366","ALGN",2008-04-30,0.105310531053105
"367","ALGN",2008-05-30,0.0724755700325734
"368","ALGN",2008-06-30,-0.203492786636295
"369","ALGN",2008-07-31,-0.0457578646329838
"370","ALGN",2008-08-29,0.302697302697303
"371","ALGN",2008-09-30,-0.169478527607362
"372","ALGN",2008-10-31,-0.3601108033241
"373","ALGN",2008-11-28,0.0101010101010102
"374","ALGN",2008-12-31,0.25
"375","ALGN",2009-01-30,-0.0994285714285714
"376","ALGN",2009-02-27,-0.130710659898477
"377","ALGN",2009-03-31,0.157664233576642
"378","ALGN",2009-04-30,0.564943253467844
"379","ALGN",2009-05-29,-0.0467365028203062
"380","ALGN",2009-06-29,-0.0735418427726119
"381","LNT",2007-12-31,-0.0178615179350191
"382","LNT",2008-01-31,-0.0843727713675151
"383","LNT",2008-02-29,-0.058536682752195
"384","LNT",2008-03-31,0.0077719128683531
"385","LNT",2008-04-30,0.0859569025843971
"386","LNT",2008-05-30,-0.00345060366898842
"387","LNT",2008-06-30,-0.0873737275087334
"388","LNT",2008-07-31,-0.0489246244160177
"389","LNT",2008-08-29,0.0843934149763264
"390","LNT",2008-09-30,-0.0783979019449613
"391","LNT",2008-10-31,-0.0772084989858804
"392","LNT",2008-11-28,0.0847513357719465
"393","LNT",2008-12-31,-0.0844050838399298
"394","LNT",2009-01-30,0.000792040997657617
"395","LNT",2009-02-27,-0.197710615935449
"396","LNT",2009-03-31,0.0674452966774555
"397","LNT",2009-04-30,-0.0795238360767578
"398","LNT",2009-05-29,0.0612701719039697
"399","LNT",2009-06-29,0.102823311396354
"400","ALL",2007-12-31,0.0181286598758648
"401","ALL",2008-01-31,-0.0576295021237011
"402","ALL",2008-02-29,-0.030272077385137
"403","ALL",2008-03-31,0.0154968530464235
"404","ALL",2008-04-30,0.047856906872219
"405","ALL",2008-05-30,0.0198158654285026
"406","ALL",2008-06-30,-0.105025279272729
"407","ALL",2008-07-31,0.0138184095119183
"408","ALL",2008-08-29,-0.0146203769817788
"409","ALL",2008-09-30,0.0219360397825801
"410","ALL",2008-10-31,-0.427796917420761
"411","ALL",2008-11-28,-0.019563859800932
"412","ALL",2008-12-31,0.287735564276397
"413","ALL",2009-01-30,-0.338522594895829
"414","ALL",2009-02-27,-0.223350237497053
"415","ALL",2009-03-31,0.152626513236906
"416","ALL",2009-04-30,0.218276520249929
"417","ALL",2009-05-29,0.111296901304565
"418","ALL",2009-06-29,-0.0439173999956853
"419","GOOGL",2007-12-31,0.0145995039490792
"420","GOOGL",2008-01-31,-0.183924340906044
"421","GOOGL",2008-02-29,-0.165018628844873
"422","GOOGL",2008-03-31,-0.0651767517858022
"423","GOOGL",2008-04-30,0.303811817588914
"424","GOOGL",2008-05-30,0.0200421814609828
"425","GOOGL",2008-06-30,-0.101365673864333
"426","GOOGL",2008-07-31,-0.100053234959359
"427","GOOGL",2008-08-29,-0.0220791299453938
"428","GOOGL",2008-09-30,-0.135487476830215
"429","GOOGL",2008-10-31,-0.102766403853081
"430","GOOGL",2008-11-28,-0.184772908450397
"431","GOOGL",2008-12-31,0.0501432778586683
"432","GOOGL",2009-01-30,0.10037383480925
"433","GOOGL",2009-02-27,-0.00159509490022036
"434","GOOGL",2009-03-31,0.0297937738812764
"435","GOOGL",2009-04-30,0.137648649681298
"436","GOOGL",2009-05-29,0.0536909332700088
"437","GOOGL",2009-06-29,0.01656164496405
"438","GOOG",2007-12-31,0.0145995010263746
"439","GOOG",2008-01-31,-0.183924339503071
"440","GOOG",2008-02-29,-0.16501857770311
"441","GOOG",2008-03-31,-0.0651768251911589
"442","GOOG",2008-04-30,0.30381184338827
"443","GOOG",2008-05-30,0.0200421799739361
"444","GOOG",2008-06-30,-0.10136565823451
"445","GOOG",2008-07-31,-0.100053208838299
"446","GOOG",2008-08-29,-0.0220791309316044
"447","GOOG",2008-09-30,-0.135487516976342
"448","GOOG",2008-10-31,-0.102766379016555
"449","GOOG",2008-11-28,-0.184772904728221
"450","GOOG",2008-12-31,0.0501433212364135
"451","GOOG",2009-01-30,0.100373773463043
"452","GOOG",2009-02-27,-0.0015950740910794
"453","GOOG",2009-03-31,0.0297937318963977
"454","GOOG",2009-04-30,0.137648734102035
"455","GOOG",2009-05-29,0.0536909142578847
"456","GOOG",2009-06-29,0.0165615835637085
"457","MO",2007-12-31,-0.0161482064694166
"458","MO",2008-01-31,0.00277842705353826
"459","MO",2008-02-29,-0.0349647345179984
"460","MO",2008-03-31,-0.00544348481280343
"461","MO",2008-04-30,-0.0990994050368117
"462","MO",2008-05-30,0.11300041007154
"463","MO",2008-06-30,-0.0635172580830555
"464","MO",2008-07-31,-0.0102140967971509
"465","MO",2008-08-29,0.0334152851030283
"466","MO",2008-09-30,-0.0418167482774208
"467","MO",2008-10-31,-0.0327612994626665
"468","MO",2008-11-28,-0.162063539717902
"469","MO",2008-12-31,-0.0433993703949891
"470","MO",2009-01-30,0.0982732362434344
"471","MO",2009-02-27,-0.0665054099145327
"472","MO",2009-03-31,0.0582255574621304
"473","MO",2009-04-30,0.0193507761366882
"474","MO",2009-05-29,0.0465397870403443
"475","MO",2009-06-29,-0.0160772028724913
"476","AMZN",2007-12-31,0.019029809701903
"477","AMZN",2008-01-31,-0.161269430051813
"478","AMZN",2008-02-29,-0.17027027027027
"479","AMZN",2008-03-31,0.105940747634559
"480","AMZN",2008-04-30,0.102805049088359
"481","AMZN",2008-05-30,0.0380261986519141
"482","AMZN",2008-06-30,-0.101568243077677
"483","AMZN",2008-07-31,0.0410473203327424
"484","AMZN",2008-08-29,0.0585538380927428
"485","AMZN",2008-09-30,-0.0996163841108774
"486","AMZN",2008-10-31,-0.213304013194063
"487","AMZN",2008-11-28,-0.254018169112509
"488","AMZN",2008-12-31,0.200936768149883
"489","AMZN",2009-01-30,0.147035881435257
"490","AMZN",2009-02-27,0.101496089765386
"491","AMZN",2009-03-31,0.133508257447137
"492","AMZN",2009-04-30,0.0964052287581698
"493","AMZN",2009-05-29,-0.0314207650273223
"494","AMZN",2009-06-29,0.0646236697012439
"495","AEE",2007-12-31,0.0180286848673816
"496","AEE",2008-01-31,-0.174691169932074
"497","AEE",2008-02-29,-0.0455967330263036
"498","AEE",2008-03-31,0.0469510296108642
"499","AEE",2008-04-30,0.0299729719272386
"500","AEE",2008-05-30,0.00198382072426906
"501","AEE",2008-06-30,-0.0571307931794376
"502","AEE",2008-07-31,-0.0269944841327922
"503","AEE",2008-08-29,0.0187388583118107
"504","AEE",2008-09-30,-0.0525466732382908
"505","AEE",2008-10-31,-0.168588183044637
"506","AEE",2008-11-28,0.09645639111425
"507","AEE",2008-12-31,-0.0472531034989636
"508","AEE",2009-01-30,-0.000300377133307772
"509","AEE",2009-02-27,-0.284812309173054
"510","AEE",2009-03-31,-0.00657141697768726
"511","AEE",2009-04-30,-0.00733075214320855
"512","AEE",2009-05-29,0.0104256137726915
"513","AEE",2009-06-29,0.089648684873898
"514","AAL",2007-12-31,-0.26191669021345
"515","AAL",2008-01-31,-0.0591434342484533
"516","AAL",2008-02-29,-0.104046187396829
"517","AAL",2008-03-31,-0.281451788473819
"518","AAL",2008-04-30,-0.0359145577437626
"519","AAL",2008-05-30,-0.538998973716092
"520","AAL",2008-06-30,-0.368686575120103
"521","AAL",2008-07-31,1.02399978954997
"522","AAL",2008-08-29,0.67786553890428
"523","AAL",2008-09-30,-0.289752651059643
"524","AAL",2008-10-31,0.681592145696956
"525","AAL",2008-11-28,-0.412228844093651
"526","AAL",2008-12-31,0.296979802763574
"527","AAL",2009-01-30,-0.266494003135004
"528","AAL",2009-02-27,-0.497354614154933
"529","AAL",2009-03-31,-0.112280609033826
"530","AAL",2009-04-30,0.498023592784646
"531","AAL",2009-05-29,-0.319261179012536
"532","AAL",2009-06-29,-0.124031307340911
"533","AEP",2007-12-31,-0.0255336014343014
"534","AEP",2008-01-31,-0.0822591497785984
"535","AEP",2008-02-29,-0.0332282269352062
"536","AEP",2008-03-31,0.0173511489255562
"537","AEP",2008-04-30,0.072063468605535
"538","AEP",2008-05-30,-0.0426788915818557
"539","AEP",2008-06-30,-0.0496102715449704
"540","AEP",2008-07-31,-0.0181456861856752
"541","AEP",2008-08-29,-0.00140748812304115
"542","AEP",2008-09-30,-0.0514853821585901
"543","AEP",2008-10-31,-0.118822642499612
"544","AEP",2008-11-28,-0.0285253800782695
"545","AEP",2008-12-31,0.0635983082870386
"546","AEP",2009-01-30,-0.0579926040246499
"547","AEP",2009-02-27,-0.0942205947884003
"548","AEP",2009-03-31,-0.0994648127974287
"549","AEP",2009-04-30,0.0443383468162786
"550","AEP",2009-05-29,0.0140496213837757
"551","AEP",2009-06-29,0.102506076644317
"552","AXP",2007-12-31,-0.112286709199411
"553","AXP",2008-01-31,-0.0522762127482074
"554","AXP",2008-02-29,-0.139019160741307
"555","AXP",2008-03-31,0.0335703724670566
"556","AXP",2008-04-30,0.102624062220785
"557","AXP",2008-05-30,-0.0347773844489253
"558","AXP",2008-06-30,-0.187270826780216
"559","AXP",2008-07-31,-0.0103130930604166
"560","AXP",2008-08-29,0.0689656081979337
"561","AXP",2008-09-30,-0.107106600686982
"562","AXP",2008-10-31,-0.219858222365833
"563","AXP",2008-11-28,-0.15236370285138
"564","AXP",2008-12-31,-0.204204201790756
"565","AXP",2009-01-30,-0.0903421423993193
"566","AXP",2009-02-27,-0.279139080273545
"567","AXP",2009-03-31,0.130181999634481
"568","AXP",2009-04-30,0.875092868515625
"569","AXP",2009-05-29,-0.0146705335119566
"570","AXP",2009-06-29,-0.0342056558202474
"571","AIG",2007-12-31,0.0282993039512043
"572","AIG",2008-01-31,-0.0571182713846556
"573","AIG",2008-02-29,-0.147534840979105
"574","AIG",2008-03-31,-0.0729925905128778
"575","AIG",2008-04-30,0.0682077477973826
"576","AIG",2008-05-30,-0.220779039703381
"577","AIG",2008-06-30,-0.260894940559222
"578","AIG",2008-07-31,-0.0154951795786111
"579","AIG",2008-08-29,-0.175048131173558
"580","AIG",2008-09-30,-0.843476046468624
"581","AIG",2008-10-31,-0.42642659274391
"582","AIG",2008-11-28,0.0523558682299117
"583","AIG",2008-12-31,-0.218905188102658
"584","AIG",2009-01-30,-0.184713373109049
"585","AIG",2009-02-27,-0.67187502964622
"586","AIG",2009-03-31,1.38095283153097
"587","AIG",2009-04-30,0.379999696790706
"588","AIG",2009-05-29,0.224637893703937
"589","AIG",2009-06-29,-0.213017864083166
"590","AMT",2007-12-31,-0.0516471824466546
