"","symbol","Alpha","performance","LMT_std","mean","period","interest_mean_2020","unemp_mean","sector"
"218","IP",-0.0092,0,"9.31","-0.49","2020",0.5,8.6,"Industrials"
"219","IPG",-0.0308,0,"8.99","-2.56","2020",0.5,8.6,"Consumer Discretionary"
"220","IFF",-0.0038,0,"12.03","0.27","2020",0.5,8.6,"Industrials"
"221","INTU",0.0204,1,"9.75","2.68","2020",0.5,8.6,"Technology"
"222","ISRG",0.0162,1,"9.71","2.06","2020",0.5,8.6,"Health Care"
"223","IVZ",-0.0316,0,"19.48","-2.61","2020",0.5,8.6,"Finance"
"224","IQV",-9e-04,0,"15.31","0.88","2020",0.5,8.6,"Health Care"
"225","IRM",-0.0077,0,"9.2","-0.26","2020",0.5,8.6,"Real Estate"
"226","JBHT",0.01,1,"10.13","1.53","2020",0.5,8.6,"Industrials"
"227","SJM",0.0149,1,"5.78","1.54","2020",0.5,8.6,"Consumer Staples"
"228","JNJ",0.0013,0,"7.02","0.52","2020",0.5,8.6,"Health Care"
"229","JCI",0.0014,0,"11.94","0.83","2020",0.5,8.6,"Consumer Discretionary"
"230","JPM",-0.0417,0,"9.31","-3.55","2020",0.5,8.6,"Finance"
"231","JNPR",-0.0116,0,"10.26","-0.61","2020",0.5,8.6,"Technology"
"232","K",-0.0055,0,"6.7","-0.21","2020",0.5,8.6,"Consumer Staples"
"233","KEY",-0.0518,0,"13.89","-4.32","2020",0.5,8.6,"Finance"
"234","KMB",0.0091,1,"5.91","1.23","2020",0.5,8.6,"Consumer Discretionary"
"235","KIM",-0.0465,0,"18.33","-3.69","2020",0.5,8.6,"Real Estate"
"236","KMI",-0.0522,0,"10.56","-4.6","2020",0.5,8.6,"Utilities"
"237","KLAC",0.0064,0,"8.54","1.11","2020",0.5,8.6,"Technology"
"238","KSS",-0.0745,0,"24.68","-6","2020",0.5,8.6,"Consumer Discretionary"
"239","KHC",-0.0024,0,"11.92","0.35","2020",0.5,8.6,"Consumer Staples"
"240","KR",0.021,1,"4.69","2.11","2020",0.5,8.6,"Consumer Staples"
"241","LLL",-0.0037,0,"15.64","-0.06","2020",0.5,8.6,"Consumer Staples"
"242","LH",0.0162,1,"16.25","2.4","2020",0.5,8.6,"Health Care"
"243","LRCX",0.0177,1,"11.77","2.18","2020",0.5,8.6,"Technology"
"244","LEG",-0.0136,0,"19.25","-0.27","2020",0.5,8.6,"Consumer Discretionary"
"245","LEN",0.0485,1,"20.15","6.01","2020",0.5,8.6,"Real Estate"
"246","LLY",0.0149,1,"7.54","1.55","2020",0.5,8.6,"Health Care"
"247","LNC",-0.0594,0,"20.98","-4.61","2020",0.5,8.6,"Finance"
"248","LKQ",-0.0262,0,"16.85","-1.52","2020",0.5,8.6,"Consumer Discretionary"
"249","LMT",-0.0024,0,"8.48","0.22","2020",0.5,8.6,"Industrials"
"250","L",-0.0478,0,"8.76","-4.31","2020",0.5,8.6,"Finance"
"251","LOW",0.0351,1,"14.21","4.41","2020",0.5,8.6,"Consumer Discretionary"
"252","LYB",-0.0235,0,"14.87","-1.59","2020",0.5,8.6,"Industrials"
"253","MTB",-0.0659,0,"10.47","-5.92","2020",0.5,8.6,"Finance"
"254","MAC",-0.0782,0,"31.31","-6.24","2020",0.5,8.6,"Real Estate"
"255","M",-0.0829,0,"24.69","-6.82","2020",0.5,8.6,"Consumer Discretionary"
"256","MRO",-0.0797,0,"39.83","-5.72","2020",0.5,8.6,"Energy"
"257","MPC",-0.0602,0,"23.45","-4.59","2020",0.5,8.6,"Energy"
"258","MAR",-0.0463,0,"18.5","-3.49","2020",0.5,8.6,"Consumer Discretionary"
"259","MMC",0.0017,0,"9.18","0.73","2020",0.5,8.6,"Finance"
"260","MLM",-0.0178,0,"9.51","-1.48","2020",0.5,8.6,"Industrials"
"261","MAS",0.0168,1,"12.31","2.46","2020",0.5,8.6,"Industrials"
"262","MA",0.0103,1,"10.86","1.72","2020",0.5,8.6,"Consumer Discretionary"
"263","MAT",-0.0128,0,"13.46","-0.72","2020",0.5,8.6,"Consumer Discretionary"
"264","MKC",0.013,1,"8.31","1.79","2020",0.5,8.6,"Consumer Staples"
"265","MCD",0.0099,1,"8.98","1.53","2020",0.5,8.6,"Consumer Discretionary"
"266","MCK",0.0064,0,"5.43","0.83","2020",0.5,8.6,"Health Care"
"267","MDT",-0.0119,0,"8.21","-0.7","2020",0.5,8.6,"Health Care"
"268","MRK",-0.0111,0,"5.51","-0.89","2020",0.5,8.6,"Health Care"
"269","MET",-0.0336,0,"12.8","-2.52","2020",0.5,8.6,"Finance"
"270","MTD",0.02,1,"7.46","2.31","2020",0.5,8.6,"Health Care"
"271","MGM",-0.0239,0,"28.72","-0.62","2020",0.5,8.6,"Consumer Discretionary"
"272","MCHP",-0.0026,0,"15.58","0.68","2020",0.5,8.6,"Technology"
"273","MU",-0.0081,0,"10.52","-0.47","2020",0.5,8.6,"Technology"
"274","MSFT",0.0282,1,"7.56","3.21","2020",0.5,8.6,"Technology"
"275","MAA",-0.0112,0,"8.84","-0.63","2020",0.5,8.6,"Real Estate"
"276","MHK",-0.0286,0,"17.61","-2.06","2020",0.5,8.6,"Consumer Discretionary"
"277","TAP",-0.0503,0,"9.62","-4.51","2020",0.5,8.6,"Consumer Staples"
"278","MDLZ",0.0048,0,"5.37","0.75","2020",0.5,8.6,"Consumer Staples"
"279","MNST",0.0238,1,"9.38","2.91","2020",0.5,8.6,"Consumer Staples"
"280","MCO",0.0172,1,"8.32","2.25","2020",0.5,8.6,"Finance"
"281","MS",-0.0084,0,"13.5","0.04","2020",0.5,8.6,"Finance"
"282","MSI",-0.0016,0,"9.66","0.31","2020",0.5,8.6,"Technology"
"283","NDAQ",0.0131,1,"9.5","1.87","2020",0.5,8.6,"Finance"
"284","NOV",-0.0954,0,"20.78","-8.27","2020",0.5,8.6,"Industrials"
"285","NAVI",-0.0456,0,"15.11","-3.72","2020",0.5,8.6,"Finance"
"286","NTAP",-0.0379,0,"8.22","-3.31","2020",0.5,8.6,"Technology"
"287","NFLX",0.0452,1,"5.63","4.72","2020",0.5,8.6,"Consumer Discretionary"
"288","NWL",-0.005,0,"11.85","-0.07","2020",0.5,8.6,"Industrials"
"289","NEM",0.0439,1,"11.33","4.86","2020",0.5,8.6,"Basic Materials"
"290","NWSA",-8e-04,0,"15.47","0.83","2020",0.5,8.6,"Consumer Discretionary"
"291","NWS",-0.0048,0,"15.46","0.48","2020",0.5,8.6,"Consumer Discretionary"
"292","NEE",0.0225,1,"8.64","2.41","2020",0.5,8.6,"Utilities"
"293","NLSN",-0.0371,0,"13.72","-2.89","2020",0.5,8.6,"Consumer Discretionary"
"294","NKE",0.0249,1,"9.09","2.82","2020",0.5,8.6,"Consumer Discretionary"
"295","NI",-0.0203,0,"6.58","-1.9","2020",0.5,8.6,"Utilities"
"296","JWN",-0.1082,0,"22.8","-9.54","2020",0.5,8.6,"Consumer Discretionary"
"297","NSC",0.0108,1,"11.63","1.82","2020",0.5,8.6,"Industrials"
"298","NTRS",-0.0351,0,"6.55","-3.1","2020",0.5,8.6,"Finance"
"299","NOC",-0.0102,0,"7.75","-0.58","2020",0.5,8.6,"Technology"
"300","NCLH",-0.081,0,"33.78","-6.06","2020",0.5,8.6,"Consumer Discretionary"
"301","NRG",-0.0272,0,"12.98","-1.92","2020",0.5,8.6,"Utilities"
"302","NUE",-0.021,0,"9.77","-1.52","2020",0.5,8.6,"Industrials"
"303","NVDA",0.0922,1,"10.15","9.61","2020",0.5,8.6,"Technology"
"304","ORLY",0.0037,0,"13.76","1.2","2020",0.5,8.6,"Consumer Discretionary"
"305","OXY",-0.1036,0,"33.14","-8.85","2020",0.5,8.6,"Energy"
"306","OMC",-0.0516,0,"7.1","-4.72","2020",0.5,8.6,"Consumer Discretionary"
"307","OKE",-0.0615,0,"29.57","-4.54","2020",0.5,8.6,"Utilities"
"308","ORCL",0.0109,1,"4.56","1.33","2020",0.5,8.6,"Technology"
"309","PCAR",0.0086,1,"8.73","1.37","2020",0.5,8.6,"Consumer Discretionary"
"310","PKG",9e-04,0,"7.78","0.35","2020",0.5,8.6,"Basic Materials"
"311","PH",-6e-04,0,"15.4","0.88","2020",0.5,8.6,"Industrials"
"312","PDCO",0.0288,1,"18.97","3.9","2020",0.5,8.6,"Health Care"
"313","PAYX",-0.0063,0,"9.11","-0.12","2020",0.5,8.6,"Consumer Discretionary"
"314","PYPL",0.0641,1,"13.83","7.24","2020",0.5,8.6,"Consumer Discretionary"
"315","PNR",2e-04,0,"13.17","0.82","2020",0.5,8.6,"Industrials"
"316","PEP",0.0015,0,"5.76","0.5","2020",0.5,8.6,"Consumer Staples"
"317","PKI",0.0249,1,"12.14","3.13","2020",0.5,8.6,"Health Care"
"318","PRGO",-0.0119,0,"8.43","-0.83","2020",0.5,8.6,"Health Care"
"319","PFE",-0.0046,0,"11.27","0","2020",0.5,8.6,"Health Care"
"320","PCG",0.004,0,"23.73","1.17","2020",0.5,8.6,"Utilities"
"321","PM",-0.011,0,"5.51","-0.83","2020",0.5,8.6,"Consumer Discretionary"
"322","PSX",-0.0732,0,"18.95","-6.27","2020",0.5,8.6,"Energy"
"323","PNW",-0.0162,0,"9.99","-1.33","2020",0.5,8.6,"Utilities"
"324","PXD",-0.0517,0,"19.35","-3.95","2020",0.5,8.6,"Energy"
"325","PNC",-0.0419,0,"11.5","-3.45","2020",0.5,8.6,"Finance"
"326","RL",-0.0582,0,"12.65","-5.12","2020",0.5,8.6,"Consumer Discretionary"
"327","PPG",-0.009,0,"11.4","-0.22","2020",0.5,8.6,"Consumer Discretionary"
"328","PPL",-0.0267,0,"9.38","-2.15","2020",0.5,8.6,"Utilities"
"329","PFG",-0.0314,0,"13.59","-2.27","2020",0.5,8.6,"Finance"
"330","PG",0.0124,1,"5.97","1.56","2020",0.5,8.6,"Consumer Discretionary"
"331","PGR",0.0301,1,"6.76","3.25","2020",0.5,8.6,"Finance"
"332","PLD",0.0144,1,"7.2","1.79","2020",0.5,8.6,"Real Estate"
"333","PRU",-0.0386,0,"14.5","-2.89","2020",0.5,8.6,"Finance"
"334","PEG",-0.0049,0,"9.74","-0.04","2020",0.5,8.6,"Utilities"
"335","PSA",0.009,1,"6.28","0.99","2020",0.5,8.6,"Real Estate"
"336","PHM",0.0324,1,"22.45","4.52","2020",0.5,8.6,"Consumer Discretionary"
"337","PVH",-0.0481,0,"22.66","-3.49","2020",0.5,8.6,NA
"338","QRVO",0.0131,1,"12.54","2.04","2020",0.5,8.6,"Industrials"
"339","QCOM",0.0325,1,"11.08","3.94","2020",0.5,8.6,"Technology"
"340","PWR",0.0285,1,"12.6","3.51","2020",0.5,8.6,"Industrials"
"341","DGX",0.0141,1,"17.39","2.27","2020",0.5,8.6,"Health Care"
"342","RRC",0.1038,1,"55.54","13.02","2020",0.5,8.6,"Energy"
"343","RJF",-0.0249,0,"9.77","-1.9","2020",0.5,8.6,"Finance"
"344","O",-0.014,0,"12.59","-0.72","2020",0.5,8.6,"Real Estate"
"345","REG",-0.0466,0,"13.19","-3.98","2020",0.5,8.6,"Real Estate"
"346","REGN",0.0576,1,"12.76","5.54","2020",0.5,8.6,"Health Care"
"347","RF",-0.0387,0,"14.69","-2.96","2020",0.5,8.6,"Finance"
"348","RSG",0.0048,0,"8.03","0.91","2020",0.5,8.6,"Utilities"
"349","RMD",0.0134,1,"8.78","1.53","2020",0.5,8.6,"Health Care"
"350","RHI",-0.0187,0,"14.25","-0.99","2020",0.5,8.6,"Consumer Discretionary"
"351","ROK",0.009,1,"12.66","1.66","2020",0.5,8.6,"Industrials"
