"","Date","Ticker","Name","Sector"
"1009",1975-04-01,"AV","Avaya",NA
"1010",1975-04-01,"SLR","Solectron",NA
"1011",1975-04-01,"NCR","NCR Corporation",NA
"1012",1975-04-01,"MXIM","Maxim Integrated Products",NA
"1013",1975-04-01,"FDC","First Data",NA
"1014",1975-04-01,"KSE","KeySpan",NA
"1015",1975-04-01,"TSG","Sabre Corporation",NA
"1016",1975-04-01,"ABS","Albertsons",NA
"1017",1975-04-01,"T","AT&T Corporation",NA
"1018",1975-04-01,"GLK","Great Lakes Chemical",NA
"1019",1975-04-01,"QTRN","Quintiles Transnational",NA
"1020",1975-04-01,"BS","Bethlehem Steel",NA
"1021",1975-04-01,"OI","Owens-Illinois",NA
"1022",1975-04-01,"GRA","WR Grace",NA
"1023",1975-04-01,"CCK","Crown Holdings",NA
"1024",1975-04-01,"RAD","RiteAid",NA
"1025",1975-04-01,"TMC","Times Mirror",NA
"1026",1975-04-01,"SMS","Shared Medical Systems",NA
"1027",1975-04-01,"LDW","Laidlaw",NA
"1028",1975-04-01,"USL","USLife",NA
"1029",1980-07-01,"MMM","3M","Industrials"
"1030",1980-07-01,"ABT","Abbott","Health Care"
"1031",1980-07-01,"ADM","ADM","Consumer Staples"
"1032",1980-07-01,"ADBE","Adobe Inc.","Information Technology"
"1033",1980-07-01,"ADP","ADP","Information Technology"
"1034",1980-07-01,"AES","AES Corporation","Utilities"
"1035",1980-07-01,"AFL","Aflac","Financials"
"1036",1980-07-01,"A","Agilent Technologies","Health Care"
"1037",1980-07-01,"APD","Air Products and Chemicals","Materials"
"1038",1980-07-01,"AKAM","Akamai","Information Technology"
"1039",1980-07-01,"ALL","Allstate","Financials"
"1040",1980-07-01,"GOOG","Alphabet Inc. (Class C)","Communication Services"
"1041",1980-07-01,"MO","Altria","Consumer Staples"
"1042",1980-07-01,"AEE","Ameren","Utilities"
"1043",1980-07-01,"AEP","American Electric Power","Utilities"
"1044",1980-07-01,"AXP","American Express","Financials"
"1045",1980-07-01,"AIG","American International Group","Financials"
"1046",1980-07-01,"AMT","American Tower","Real Estate"
"1047",1980-07-01,"AMP","Ameriprise Financial","Financials"
"1048",1980-07-01,"ABC","AmerisourceBergen","Health Care"
"1049",1980-07-01,"AMGN","Amgen","Health Care"
"1050",1980-07-01,"APH","Amphenol","Information Technology"
"1051",1980-07-01,"ADI","Analog Devices","Information Technology"
"1052",1980-07-01,"AON","Aon","Financials"
"1053",1980-07-01,"APA","APA Corporation","Energy"
"1054",1980-07-01,"AAPL","Apple Inc.","Information Technology"
"1055",1980-07-01,"AMAT","Applied Materials","Information Technology"
"1056",1980-07-01,"APTV","Aptiv","Consumer Discretionary"
"1057",1980-07-01,"AIZ","Assurant","Financials"
"1058",1980-07-01,"T","AT&T","Communication Services"
"1059",1980-07-01,"ADSK","Autodesk","Information Technology"
"1060",1980-07-01,"AZO","AutoZone","Consumer Discretionary"
"1061",1980-07-01,"AVY","Avery Dennison","Materials"
"1062",1980-07-01,"BKR","Baker Hughes","Energy"
"1063",1980-07-01,"BALL","Ball Corporation","Materials"
"1064",1980-07-01,"BAC","Bank of America","Financials"
"1065",1980-07-01,"BBWI","Bath & Body Works, Inc.","Consumer Discretionary"
"1066",1980-07-01,"BAX","Baxter International","Health Care"
"1067",1980-07-01,"BDX","Becton Dickinson","Health Care"
"1068",1980-07-01,"BRK.B","Berkshire Hathaway","Financials"
"1069",1980-07-01,"BBY","Best Buy","Consumer Discretionary"
"1070",1980-07-01,"BIIB","Biogen","Health Care"
"1071",1980-07-01,"BK","BNY Mellon","Financials"
"1072",1980-07-01,"BA","Boeing","Industrials"
"1073",1980-07-01,"BKNG","Booking Holdings","Consumer Discretionary"
"1074",1980-07-01,"BXP","Boston Properties","Real Estate"
"1075",1980-07-01,"BSX","Boston Scientific","Health Care"
"1076",1980-07-01,"BMY","Bristol Myers Squibb","Health Care"
"1077",1980-07-01,"BF.B","Brown–Forman","Consumer Staples"
"1078",1980-07-01,"CHRW","C.H. Robinson","Industrials"
"1079",1980-07-01,"CPB","Campbell Soup Company","Consumer Staples"
"1080",1980-07-01,"COF","Capital One","Financials"
"1081",1980-07-01,"CAH","Cardinal Health","Health Care"
"1082",1980-07-01,"CCL","Carnival","Consumer Discretionary"
"1083",1980-07-01,"CAT","Caterpillar Inc.","Industrials"
"1084",1980-07-01,"CBRE","CBRE Group","Real Estate"
"1085",1980-07-01,"CNP","CenterPoint Energy","Utilities"
"1086",1980-07-01,"CF","CF Industries","Materials"
"1087",1980-07-01,"SCHW","Charles Schwab Corporation","Financials"
"1088",1980-07-01,"CVX","Chevron Corporation","Energy"
"1089",1980-07-01,"CI","Cigna","Health Care"
"1090",1980-07-01,"CINF","Cincinnati Financial","Financials"
"1091",1980-07-01,"CTAS","Cintas","Industrials"
"1092",1980-07-01,"CSCO","Cisco","Information Technology"
"1093",1980-07-01,"C","Citigroup","Financials"
"1094",1980-07-01,"CTXS","Citrix","Information Technology"
"1095",1980-07-01,"CLX","Clorox","Consumer Staples"
"1096",1980-07-01,"CME","CME Group","Financials"
"1097",1980-07-01,"CMS","CMS Energy","Utilities"
"1098",1980-07-01,"KO","The Coca-Cola Company","Consumer Staples"
"1099",1980-07-01,"CTSH","Cognizant","Information Technology"
"1100",1980-07-01,"CL","Colgate-Palmolive","Consumer Staples"
"1101",1980-07-01,"CMCSA","Comcast","Communication Services"
"1102",1980-07-01,"CMA","Comerica","Financials"
"1103",1980-07-01,"CAG","Conagra Brands","Consumer Staples"
"1104",1980-07-01,"COP","ConocoPhillips","Energy"
"1105",1980-07-01,"ED","Consolidated Edison","Utilities"
"1106",1980-07-01,"GLW","Corning Inc.","Information Technology"
"1107",1980-07-01,"COST","Costco","Consumer Staples"
"1108",1980-07-01,"CTRA","Coterra","Energy"
"1109",1980-07-01,"CSX","CSX","Industrials"
"1110",1980-07-01,"CMI","Cummins","Industrials"
"1111",1980-07-01,"CVS","CVS Health","Health Care"
"1112",1980-07-01,"DHI","D.R. Horton","Consumer Discretionary"
"1113",1980-07-01,"DHR","Danaher Corporation","Health Care"
"1114",1980-07-01,"DRI","Darden Restaurants","Consumer Discretionary"
"1115",1980-07-01,"DVA","DaVita Inc.","Health Care"
"1116",1980-07-01,"DE","John Deere","Industrials"
"1117",1980-07-01,"XRAY","Dentsply Sirona","Health Care"
"1118",1980-07-01,"DVN","Devon Energy","Energy"
"1119",1980-07-01,"DIS","Disney","Communication Services"
"1120",1980-07-01,"D","Dominion Energy","Utilities"
"1121",1980-07-01,"DOV","Dover Corporation","Industrials"
"1122",1980-07-01,"DTE","DTE Energy","Utilities"
"1123",1980-07-01,"DUK","Duke Energy","Utilities"
"1124",1980-07-01,"EMN","Eastman Chemical Company","Materials"
"1125",1980-07-01,"ETN","Eaton Corporation","Industrials"
"1126",1980-07-01,"EBAY","eBay","Consumer Discretionary"
"1127",1980-07-01,"ECL","Ecolab","Materials"
"1128",1980-07-01,"EIX","Edison International","Utilities"
"1129",1980-07-01,"EA","Electronic Arts","Communication Services"
"1130",1980-07-01,"ELV","Elevance Health","Health Care"
"1131",1980-07-01,"LLY","Eli Lilly and Company","Health Care"
"1132",1980-07-01,"EMR","Emerson Electric","Industrials"
"1133",1980-07-01,"ETR","Entergy","Utilities"
"1134",1980-07-01,"EOG","EOG Resources","Energy"
"1135",1980-07-01,"EFX","Equifax","Industrials"
"1136",1980-07-01,"EQR","Equity Residential","Real Estate"
"1137",1980-07-01,"EL","The Estée Lauder Companies","Consumer Staples"
"1138",1980-07-01,"ES","Eversource","Utilities"
"1139",1980-07-01,"EXC","Exelon","Utilities"
"1140",1980-07-01,"EXPD","Expeditors International","Industrials"
"1141",1980-07-01,"XOM","ExxonMobil","Energy"
"1142",1980-07-01,"FDX","FedEx","Industrials"
"1143",1980-07-01,"FITB","Fifth Third Bank","Financials"
"1144",1980-07-01,"FE","FirstEnergy","Utilities"
"1145",1980-07-01,"FIS","FIS","Information Technology"
"1146",1980-07-01,"FISV","Fiserv","Information Technology"
"1147",1980-07-01,"F","Ford Motor Company","Consumer Discretionary"
"1148",1980-07-01,"BEN","Franklin Templeton","Financials"
"1149",1980-07-01,"FCX","Freeport-McMoRan","Materials"
"1150",1980-07-01,"GD","General Dynamics","Industrials"
"1151",1980-07-01,"GE","General Electric","Industrials"
"1152",1980-07-01,"GIS","General Mills","Consumer Staples"
"1153",1980-07-01,"GPC","Genuine Parts Company","Consumer Discretionary"
"1154",1980-07-01,"GILD","Gilead Sciences","Health Care"
"1155",1980-07-01,"GL","Globe Life","Financials"
"1156",1980-07-01,"GS","Goldman Sachs","Financials"
"1157",1980-07-01,"HAL","Halliburton","Energy"
"1158",1980-07-01,"HIG","Hartford (The)","Financials"
"1159",1980-07-01,"HAS","Hasbro","Consumer Discretionary"
"1160",1980-07-01,"PEAK","Healthpeak","Real Estate"
"1161",1980-07-01,"HSY","Hershey's","Consumer Staples"
"1162",1980-07-01,"HES","Hess Corporation","Energy"
"1163",1980-07-01,"HD","The Home Depot","Consumer Discretionary"
"1164",1980-07-01,"HON","Honeywell","Industrials"
"1165",1980-07-01,"HST","Host Hotels & Resorts","Real Estate"
"1166",1980-07-01,"HPQ","HP Inc.","Information Technology"
"1167",1980-07-01,"HUM","Humana","Health Care"
"1168",1980-07-01,"HBAN","Huntington Bancshares","Financials"
"1169",1980-07-01,"IBM","IBM","Information Technology"
"1170",1980-07-01,"ITW","Illinois Tool Works","Industrials"
"1171",1980-07-01,"INTC","Intel","Information Technology"
"1172",1980-07-01,"IP","International Paper","Materials"
"1173",1980-07-01,"IPG","The Interpublic Group of Companies","Communication Services"
"1174",1980-07-01,"IFF","International Flavors & Fragrances","Materials"
"1175",1980-07-01,"ISRG","Intuitive Surgical","Health Care"
"1176",1980-07-01,"IVZ","Invesco","Financials"
"1177",1980-07-01,"IQV","IQVIA","Health Care"
"1178",1980-07-01,"IRM","Iron Mountain","Real Estate"
"1179",1980-07-01,"J","Jacobs Engineering Group","Industrials"
"1180",1980-07-01,"JNJ","Johnson & Johnson","Health Care"
"1181",1980-07-01,"JCI","Johnson Controls","Industrials"
"1182",1980-07-01,"JPM","JPMorgan Chase","Financials"
"1183",1980-07-01,"K","Kellogg's","Consumer Staples"
"1184",1980-07-01,"KEY","KeyCorp","Financials"
"1185",1980-07-01,"KMB","Kimberly-Clark","Consumer Staples"
"1186",1980-07-01,"KIM","Kimco Realty","Real Estate"
"1187",1980-07-01,"KLAC","KLA Corporation","Information Technology"
"1188",1980-07-01,"KR","Kroger","Consumer Staples"
"1189",1980-07-01,"LHX","L3Harris","Industrials"
"1190",1980-07-01,"LH","LabCorp","Health Care"
"1191",1980-07-01,"LEN","Lennar","Consumer Discretionary"
"1192",1980-07-01,"LNC","Lincoln Financial","Financials"
"1193",1980-07-01,"LIN","Linde plc","Materials"
"1194",1980-07-01,"LMT","Lockheed Martin","Industrials"
"1195",1980-07-01,"L","Loews Corporation","Financials"
"1196",1980-07-01,"LOW","Lowe's","Consumer Discretionary"
"1197",1980-07-01,"LUMN","Lumen Technologies","Communication Services"
"1198",1980-07-01,"MTB","M&T Bank","Financials"
"1199",1980-07-01,"MRO","Marathon Oil","Energy"
"1200",1980-07-01,"MAR","Marriott International","Consumer Discretionary"
"1201",1980-07-01,"MMC","Marsh McLennan","Financials"
"1202",1980-07-01,"MAS","Masco","Industrials"
"1203",1980-07-01,"MA","Mastercard","Information Technology"
"1204",1980-07-01,"MKC","McCormick & Company","Consumer Staples"
"1205",1980-07-01,"MCD","McDonald's","Consumer Discretionary"
"1206",1980-07-01,"MCK","McKesson","Health Care"
"1207",1980-07-01,"MDT","Medtronic","Health Care"
"1208",1980-07-01,"MRK","Merck & Co.","Health Care"
"1209",1980-07-01,"META","Meta Platforms","Communication Services"
"1210",1980-07-01,"MET","MetLife","Financials"
"1211",1980-07-01,"MCHP","Microchip Technology","Information Technology"
"1212",1980-07-01,"MU","Micron Technology","Information Technology"
"1213",1980-07-01,"MSFT","Microsoft","Information Technology"
"1214",1980-07-01,"TAP","Molson Coors Beverage Company","Consumer Staples"
"1215",1980-07-01,"MDLZ","Mondelez International","Consumer Staples"
"1216",1980-07-01,"MCO","Moody's Corporation","Financials"
"1217",1980-07-01,"MS","Morgan Stanley","Financials"
"1218",1980-07-01,"MSI","Motorola Solutions","Information Technology"
"1219",1980-07-01,"NDAQ","Nasdaq, Inc.","Financials"
"1220",1980-07-01,"NTAP","NetApp","Information Technology"
"1221",1980-07-01,"NWL","Newell Brands","Consumer Discretionary"
"1222",1980-07-01,"NEM","Newmont","Materials"
"1223",1980-07-01,"NWSA","News Corp (Class A)","Communication Services"
"1224",1980-07-01,"NEE","NextEra Energy","Utilities"
"1225",1980-07-01,"NKE","Nike, Inc.","Consumer Discretionary"
"1226",1980-07-01,"NI","NiSource","Utilities"
"1227",1980-07-01,"NSC","Norfolk Southern Railway","Industrials"
"1228",1980-07-01,"NTRS","Northern Trust","Financials"
"1229",1980-07-01,"NOC","Northrop Grumman","Industrials"
"1230",1980-07-01,"NLOK","NortonLifeLock","Information Technology"
"1231",1980-07-01,"NRG","NRG Energy","Utilities"
"1232",1980-07-01,"NUE","Nucor","Materials"
"1233",1980-07-01,"NVDA","Nvidia","Information Technology"
"1234",1980-07-01,"ORLY","O'Reilly Auto Parts","Consumer Discretionary"
"1235",1980-07-01,"OXY","Occidental Petroleum","Energy"
"1236",1980-07-01,"OMC","Omnicom Group","Communication Services"
"1237",1980-07-01,"OKE","Oneok","Energy"
"1238",1980-07-01,"ORCL","Oracle Corporation","Information Technology"
"1239",1980-07-01,"PCAR","Paccar","Industrials"
"1240",1980-07-01,"PARA","Paramount Global","Communication Services"
"1241",1980-07-01,"PH","Parker Hannifin","Industrials"
"1242",1980-07-01,"PAYX","Paychex","Information Technology"
"1243",1980-07-01,"PEP","PepsiCo","Consumer Staples"
"1244",1980-07-01,"PKI","PerkinElmer","Health Care"
"1245",1980-07-01,"PFE","Pfizer","Health Care"
"1246",1980-07-01,"PM","Philip Morris International","Consumer Staples"
"1247",1980-07-01,"PNW","Pinnacle West","Utilities"
"1248",1980-07-01,"PXD","Pioneer Natural Resources","Energy"
"1249",1980-07-01,"PNC","PNC Financial Services","Financials"
"1250",1980-07-01,"PPG","PPG Industries","Materials"
"1251",1980-07-01,"PPL","PPL Corporation","Utilities"
"1252",1980-07-01,"PFG","Principal Financial Group","Financials"
"1253",1980-07-01,"PG","Procter & Gamble","Consumer Staples"
"1254",1980-07-01,"PGR","Progressive Corporation","Financials"
"1255",1980-07-01,"PLD","Prologis","Real Estate"
"1256",1980-07-01,"PRU","Prudential Financial","Financials"
"1257",1980-07-01,"PEG","Public Service Enterprise Group","Utilities"
"1258",1980-07-01,"PSA","Public Storage","Real Estate"
"1259",1980-07-01,"PHM","PulteGroup","Consumer Discretionary"
"1260",1980-07-01,"PWR","Quanta Services","Industrials"
"1261",1980-07-01,"QCOM","Qualcomm","Information Technology"
"1262",1980-07-01,"DGX","Quest Diagnostics","Health Care"
"1263",1980-07-01,"RL","Ralph Lauren Corporation","Consumer Discretionary"
"1264",1980-07-01,"RTX","Raytheon Technologies","Industrials"
"1265",1980-07-01,"RF","Regions Financial Corporation","Financials"
"1266",1980-07-01,"RSG","Republic Services","Industrials"
"1267",1980-07-01,"RHI","Robert Half","Industrials"
"1268",1980-07-01,"ROK","Rockwell Automation","Industrials"
"1269",1980-07-01,"ROP","Roper Technologies","Industrials"
"1270",1980-07-01,"SPGI","S&P Global","Financials"
"1271",1980-07-01,"SLB","Schlumberger","Energy"
"1272",1980-07-01,"SEE","Sealed Air","Materials"
"1273",1980-07-01,"SRE","Sempra Energy","Utilities"
"1274",1980-07-01,"SHW","Sherwin-Williams","Materials"
"1275",1980-07-01,"SPG","Simon Property Group","Real Estate"
"1276",1980-07-01,"SJM","The J.M. Smucker Company","Consumer Staples"
"1277",1980-07-01,"SNA","Snap-on","Industrials"
"1278",1980-07-01,"SO","Southern Company","Utilities"
"1279",1980-07-01,"LUV","Southwest Airlines","Industrials"
"1280",1980-07-01,"SWK","Stanley Black & Decker","Industrials"
"1281",1980-07-01,"STT","State Street Corporation","Financials"
"1282",1980-07-01,"SYK","Stryker Corporation","Health Care"
"1283",1980-07-01,"SYY","Sysco","Consumer Staples"
"1284",1980-07-01,"TROW","T. Rowe Price","Financials"
"1285",1980-07-01,"TPR","Tapestry, Inc.","Consumer Discretionary"
"1286",1980-07-01,"TGT","Target Corporation","Consumer Discretionary"
"1287",1980-07-01,"TXN","Texas Instruments","Information Technology"
"1288",1980-07-01,"TXT","Textron","Industrials"
"1289",1980-07-01,"TMO","Thermo Fisher Scientific","Health Care"
"1290",1980-07-01,"TJX","TJX Companies","Consumer Discretionary"
"1291",1980-07-01,"TT","Trane Technologies","Industrials"
"1292",1980-07-01,"TRV","The Travelers Companies","Financials"
"1293",1980-07-01,"TFC","Truist","Financials"
"1294",1980-07-01,"TSN","Tyson Foods","Consumer Staples"
"1295",1980-07-01,"USB","U.S. Bank","Financials"
"1296",1980-07-01,"UNP","Union Pacific Corporation","Industrials"
"1297",1980-07-01,"UPS","United Parcel Service","Industrials"
"1298",1980-07-01,"UNH","UnitedHealth Group","Health Care"
"1299",1980-07-01,"VLO","Valero Energy","Energy"
"1300",1980-07-01,"VRSN","Verisign","Information Technology"
"1301",1980-07-01,"VZ","Verizon","Communication Services"
"1302",1980-07-01,"VFC","VF Corporation","Consumer Discretionary"
"1303",1980-07-01,"VTRS","Viatris","Health Care"
"1304",1980-07-01,"VNO","Vornado Realty Trust","Real Estate"
"1305",1980-07-01,"VMC","Vulcan Materials Company","Materials"
"1306",1980-07-01,"WBA","Walgreens Boots Alliance","Consumer Staples"
"1307",1980-07-01,"WMT","Walmart","Consumer Staples"
"1308",1980-07-01,"WBD","Warner Bros. Discovery","Communication Services"
"1309",1980-07-01,"WM","Waste Management","Industrials"
"1310",1980-07-01,"WAT","Waters Corporation","Health Care"
"1311",1980-07-01,"WEC","WEC Energy Group","Utilities"
"1312",1980-07-01,"WFC","Wells Fargo","Financials"
"1313",1980-07-01,"WELL","Welltower","Real Estate"
"1314",1980-07-01,"WDC","Western Digital","Information Technology"
"1315",1980-07-01,"WRK","WestRock","Materials"
"1316",1980-07-01,"WY","Weyerhaeuser","Real Estate"
"1317",1980-07-01,"WHR","Whirlpool Corporation","Consumer Discretionary"
"1318",1980-07-01,"WMB","Williams Companies","Energy"
"1319",1980-07-01,"WTW","Willis Towers Watson","Financials"
"1320",1980-07-01,"GWW","W. W. Grainger","Industrials"
"1321",1980-07-01,"WYNN","Wynn Resorts","Consumer Discretionary"
"1322",1980-07-01,"XEL","Xcel Energy","Utilities"
"1323",1980-07-01,"YUM","Yum! Brands","Consumer Discretionary"
"1324",1980-07-01,"ZBH","Zimmer Biomet","Health Care"
"1325",1980-07-01,"ZION","Zions Bancorporation","Financials"
"1326",1980-07-01,"UA/UAA","Under Armour",NA
"1327",1980-07-01,"PBCT","People's United Financial",NA
"1328",1980-07-01,"XLNX","Xilinx",NA
"1329",1980-07-01,"GPS","Gap Inc.",NA
"1330",1980-07-01,"LEG","Leggett & Platt",NA
"1331",1980-07-01,"WU","Western Union",NA
"1332",1980-07-01,"UNM","Unum",NA
"1333",1980-07-01,"NOV","Nov",NA
"1334",1980-07-01,"FLIR","FLIR Systems",NA
"1335",1980-07-01,"VAR","Varian Medical Systems",NA
"1336",1980-07-01,"FLS","Flowserve",NA
"1337",1980-07-01,"XRX","Xerox",NA
"1338",1980-07-01,"TIF","Tiffany & Co",NA
"1339",1980-07-01,"AIV","Apartment Investment & Management",NA
"1340",1980-07-01,"NBL","Noble Energy",NA
"1341",1980-07-01,"ETFC","E-Trade",NA
"1342",1980-07-01,"HRB","H&R Block",NA
"1343",1980-07-01,"KSS","Kohl's",NA
"1344",1980-07-01,"HOG","Harley-Davidson",NA
"1345",1980-07-01,"JWN","Nordstrom",NA
"1346",1980-07-01,"CPRI","Capri Holdings",NA
"1347",1980-07-01,"AGN","Allergan",NA
"1348",1980-07-01,"M","Macy's",NA
"1349",1980-07-01,"RTN","Raytheon Company",NA
"1350",1980-07-01,"STI","SunTrust Banks",NA
"1351",1980-07-01,"VIAB","Viacom",NA
"1352",1980-07-01,"CELG","Celgene",NA
"1353",1980-07-01,"JEF","Jefferies Financial Group",NA
"1354",1980-07-01,"TSS","TSYS",NA
"1355",1980-07-01,"APC","Anadarko Petroleum",NA
"1356",1980-07-01,"RHT","Red Hat",NA
"1357",1980-07-01,"LLL","L3 Technologies",NA
"1358",1980-07-01,"MAT","Mattel",NA
"1359",1980-07-01,"FLR","Fluor Corporation",NA
"1360",1980-07-01,"GT","The Goodyear Tire & Rubber Company",NA
"1361",1980-07-01,"PCG","Pacific Gas & Electric Company",NA
"1362",1980-07-01,"SCG","SCANA",NA
"1363",1980-07-01,"COL","Rockwell Collins",NA
"1364",1980-07-01,"AET","Aetna",NA
"1365",1980-07-01,"SRCL","Stericycle",NA
"1366",1980-07-01,"EQT","EQT",NA
"1367",1980-07-01,"CA","CA Technologies",NA
"1368",1980-07-01,"ANDV","Andeavor",NA
"1369",1980-07-01,"XL","XL Group",NA
"1370",1980-07-01,"DPS","Dr Pepper Snapple Group",NA
"1371",1980-07-01,"TWX","Time Warner",NA
"1372",1980-07-01,"MON","Monsanto",NA
"1373",1980-07-01,"WYN","Wyndham Worldwide",NA
"1374",1980-07-01,"PDCO","Patterson Companies",NA
"1375",1980-07-01,"CHK","Chesapeake Energy",NA
"1376",1980-07-01,"SNI","Scripps Networks Interactive",NA
"1377",1980-07-01,"BCR","CR Bard",NA
"1378",1980-07-01,"SPLS","Staples",NA
"1379",1980-07-01,"DOW","Dow Chemical Company",NA
"1380",1980-07-01,"DD","DuPont",NA
"1381",1980-07-01,"WFM","Whole Foods Market",NA
"1382",1980-07-01,"AN","AutoNation",NA
"1383",1980-07-01,"BBBY","Bed Bath & Beyond",NA
"1384",1980-07-01,"MUR","Murphy Oil",NA
"1385",1980-07-01,"RAI","Reynolds American",NA
"1386",1980-07-01,"R","Ryder System",NA
"1387",1980-07-01,"TGNA","Tegna",NA
"1388",1980-07-01,"DNB","Dun & Bradstreet",NA
"1389",1980-07-01,"SWN","Southwestern Energy",NA
"1390",1980-07-01,"URBN","Urban Outfitters",NA
"1391",1980-07-01,"FTR","Frontier Communications",NA
"1392",1980-07-01,"FSLR","First Solar",NA
"1393",1980-07-01,"HAR","Harman International",NA
"1394",1980-07-01,"LLTC","Linear Technology",NA
"1395",1980-07-01,"PBI","Pitney Bowes",NA
"1396",1980-07-01,"SE","Spectra Energy",NA
"1397",1980-07-01,"STJ","St Jude Medical",NA
"1398",1980-07-01,"LM","Legg Mason",NA
"1399",1980-07-01,"AA","Alcoa Inc",NA
"1400",1980-07-01,"DO","Diamond Offshore Drilling",NA
"1401",1980-07-01,"HOT","Starwood",NA
"1402",1980-07-01,"EMC","EMC Corporation",NA
"1403",1980-07-01,"TE","TECO Energy",NA
"1404",1980-07-01,"CCE","Coca-Cola Enterprises",NA
"1405",1980-07-01,"TWC","Time Warner Cable",NA
"1406",1980-07-01,"SNDK","SanDisk",NA
"1407",1980-07-01,"THC","Tenet Healthcare",NA
"1408",1980-07-01,"CAM","Cameron International",NA
"1409",1980-07-01,"POM","Pepco Holdings",NA
"1410",1980-07-01,"CNX","Consol Energy",NA
"1411",1980-07-01,"PCL","Plum Creek Timber",NA
"1412",1980-07-01,"PCP","Precision Castparts Corporation",NA
"1413",1980-07-01,"BRCM","Broadcom Corporation",NA
"1414",1980-07-01,"ACE","Chubb",NA
"1415",1980-07-01,"ALTR","Altera",NA
"1416",1980-07-01,"CSC","Computer Sciences Corporation",NA
"1417",1980-07-01,"SIAL","Sigma-Aldrich",NA
"1418",1980-07-01,"GNW","Genworth Financial",NA
"1419",1980-07-01,"HCBK","Hudson City Bancorp",NA
"1420",1980-07-01,"HSP","Hospira",NA
"1421",1980-07-01,"PLL","Pall Corporation",NA
"1422",1980-07-01,"DTV","DirecTV",NA
"1423",1980-07-01,"NE","Noble Corporation",NA
"1424",1980-07-01,"FDO","Family Dollar",NA
"1425",1980-07-01,"ATI","Allegheny Technologies",NA
"1426",1980-07-01,"TEG","Integrys Energy Group",NA
"1427",1980-07-01,"WIN","Windstream Communications",NA
"1428",1980-07-01,"AGN","Allergan",NA
"1429",1980-07-01,"DNR","Denbury Resources",NA
"1430",1980-07-01,"NBR","Nabors Industries",NA
"1431",1980-07-01,"AVP","Avon Products",NA
"1432",1980-07-01,"CFN","Carefusion",NA
"1433",1980-07-01,"SWY","Safeway",NA
"1434",1980-07-01,"BMS","Bemis Company",NA
"1435",1980-07-01,"JBL","Jabil Circuit",NA
"1436",1980-07-01,"BTU","Peabody Energy",NA
"1437",1980-07-01,"GHC","Graham Holdings",NA
"1438",1980-07-01,"RDC","Rowan Companies",NA
"1439",1980-07-01,"X","United States Steel",NA
"1440",1980-07-01,"FRX","Forest Laboratories",NA
"1441",1980-07-01,"IGT","International Game Technology",NA
"1442",1980-07-01,"LSI","LSI Corporation",NA
"1443",1980-07-01,"BEAM","Beam Inc",NA
"1444",1980-07-01,"SLM","SLM Corporation",NA
"1445",1980-07-01,"LIFE","Life Technologies",NA
"1446",1980-07-01,"ANF","Abercrombie & Fitch",NA
"1447",1980-07-01,"TER","Teradyne",NA
"1448",1980-07-01,"MOLX","Molex",NA
"1449",1980-07-01,"JCP","JCPenney",NA
"1450",1980-07-01,"NYX","NYSE Euronext",NA
"1451",1980-07-01,"DELL","Dell",NA
"1452",1980-07-01,"AMD","Advanced Micro Devices",NA
"1453",1980-07-01,"BMC","BMC Software",NA
"1454",1980-07-01,"S","Sprint Nextel",NA
"1455",1980-07-01,"APOL","Apollo Education Group",NA
"1456",1980-07-01,"FHN","First Horizon",NA
"1457",1980-07-01,"HNZ","Heinz",NA
"1458",1980-07-01,"DF","Dean Foods",NA
"1459",1980-07-01,"CVH","Coventry Health Care",NA
"1460",1980-07-01,"PCS","MetroPCS",NA
"1461",1980-07-01,"BIG","Big Lots",NA
"1462",1980-07-01,"FII","Federated Investors",NA
"1463",1980-07-01,"TIE","Titanium Metals",NA
"1464",1980-07-01,"RRD","RR Donnelley",NA
"1465",1980-07-01,"SUN","Sunoco",NA
"1466",1980-07-01,"LXK","Lexmark",NA
"1467",1980-07-01,"DV","DeVry",NA
"1468",1980-07-01,"SHLD","Sears Holdings",NA
"1469",1980-07-01,"GR","Goodrich Corporation",NA
"1470",1980-07-01,"PGN","Progress Energy",NA
"1471",1980-07-01,"SLE","Sara Lee Corporation",NA
"1472",1980-07-01,"NVLS","Novellus Systems",NA
"1473",1980-07-01,"MMI","Motorola Mobility",NA
"1474",1980-07-01,"EP","El Paso Corporation",NA
"1475",1980-07-01,"SVU","Supervalu",NA
"1476",1980-07-01,"MHS","Medco Health Solutions",NA
"1477",1980-07-01,"CEG","Constellation Energy Group",NA
"1478",1980-07-01,"CPWR","Compuware",NA
"1479",1980-07-01,"TLAB","Tellabs",NA
"1480",1980-07-01,"MWW","Monster Worldwide",NA
"1481",1980-07-01,"WFR","MEMC Electronic Materials",NA
"1482",1980-07-01,"GAS","Nicor Gas",NA
"1483",1980-07-01,"JNS","Janus Capital Group",NA
"1484",1980-07-01,"ITT","ITT",NA
"1485",1980-07-01,"CEPH","Cephalon",NA
"1486",1980-07-01,"NSM","National Semiconductor",NA
"1487",1980-07-01,"MI","Marshall & Ilsley",NA
"1488",1980-07-01,"RSH","RadioShack",NA
"1489",1980-07-01,"NOVL","Novell",NA
"1490",1980-07-01,"GENZ","Genzyme",NA
"1491",1980-07-01,"Q","Qwest Communications",NA
"1492",1980-07-01,"MFE","McAfee",NA
"1493",1980-07-01,"KG","King Pharmaceuticals",NA
