"","FEDFUNDS","GDP","UNRATE","PAYEMS","ICSA","CPIAUCSL","USREC"
"1996-02-24",5.22,7868.468,5.5,118739,365000,155,0
"1996-03-01",5.31,7868.468,5.5,118993,365000,155.5,0
"1996-03-02",5.31,7868.468,5.5,118993,368000,155.5,0
"1996-03-09",5.31,7868.468,5.5,118993,361000,155.5,0
"1996-03-16",5.31,7868.468,5.5,118993,384000,155.5,0
"1996-03-23",5.31,7868.468,5.5,118993,426000,155.5,0
"1996-03-30",5.31,7868.468,5.5,118993,393000,155.5,0
"1996-04-01",5.22,8032.84,5.6,119158,393000,156.1,0
"1996-04-06",5.22,8032.84,5.6,119158,369000,156.1,0
"1996-04-13",5.22,8032.84,5.6,119158,357000,156.1,0
"1996-04-20",5.22,8032.84,5.6,119158,368000,156.1,0
"1996-04-27",5.22,8032.84,5.6,119158,343000,156.1,0
"1996-05-01",5.24,8032.84,5.6,119486,343000,156.4,0
"1996-05-04",5.24,8032.84,5.6,119486,338000,156.4,0
"1996-05-11",5.24,8032.84,5.6,119486,352000,156.4,0
"1996-05-18",5.24,8032.84,5.6,119486,345000,156.4,0
"1996-05-25",5.24,8032.84,5.6,119486,343000,156.4,0
"1996-06-01",5.27,8032.84,5.3,119769,340000,156.7,0
"1996-06-08",5.27,8032.84,5.3,119769,351000,156.7,0
"1996-06-15",5.27,8032.84,5.3,119769,342000,156.7,0
"1996-06-22",5.27,8032.84,5.3,119769,341000,156.7,0
"1996-06-29",5.27,8032.84,5.3,119769,337000,156.7,0
"1996-07-01",5.4,8131.408,5.5,120015,337000,157,0
"1996-07-06",5.4,8131.408,5.5,120015,342000,157,0
"1996-07-13",5.4,8131.408,5.5,120015,347000,157,0
"1996-07-20",5.4,8131.408,5.5,120015,332000,157,0
"1996-07-27",5.4,8131.408,5.5,120015,327000,157,0
"1996-08-01",5.22,8131.408,5.1,120199,327000,157.2,0
"1996-08-03",5.22,8131.408,5.1,120199,326000,157.2,0
"1996-08-10",5.22,8131.408,5.1,120199,331000,157.2,0
"1996-08-17",5.22,8131.408,5.1,120199,336000,157.2,0
"1996-08-24",5.22,8131.408,5.1,120199,337000,157.2,0
"1996-08-31",5.22,8131.408,5.1,120199,329000,157.2,0
"1996-09-01",5.3,8131.408,5.2,120410,329000,157.7,0
"1996-09-07",5.3,8131.408,5.2,120410,333000,157.7,0
"1996-09-14",5.3,8131.408,5.2,120410,338000,157.7,0
"1996-09-21",5.3,8131.408,5.2,120410,352000,157.7,0
"1996-09-28",5.3,8131.408,5.2,120410,348000,157.7,0
"1996-10-01",5.24,8259.771,5.2,120665,348000,158.2,0
"1996-10-05",5.24,8259.771,5.2,120665,335000,158.2,0
"1996-10-12",5.24,8259.771,5.2,120665,334000,158.2,0
"1996-10-19",5.24,8259.771,5.2,120665,335000,158.2,0
"1996-10-26",5.24,8259.771,5.2,120665,352000,158.2,0
"1996-11-01",5.31,8259.771,5.4,120961,352000,158.7,0
"1996-11-02",5.31,8259.771,5.4,120961,334000,158.7,0
"1996-11-09",5.31,8259.771,5.4,120961,327000,158.7,0
"1996-11-16",5.31,8259.771,5.4,120961,342000,158.7,0
"1996-11-23",5.31,8259.771,5.4,120961,347000,158.7,0
"1996-11-30",5.31,8259.771,5.4,120961,332000,158.7,0
"1996-12-01",5.29,8259.771,5.4,121143,332000,159.1,0
"1996-12-07",5.29,8259.771,5.4,121143,355000,159.1,0
"1996-12-14",5.29,8259.771,5.4,121143,352000,159.1,0
"1996-12-21",5.29,8259.771,5.4,121143,350000,159.1,0
"1996-12-28",5.29,8259.771,5.4,121143,357000,159.1,0
"1997-01-01",5.25,8362.655,5.3,121363,357000,159.4,0
"1997-01-04",5.25,8362.655,5.3,121363,347000,159.4,0
"1997-01-11",5.25,8362.655,5.3,121363,324000,159.4,0
"1997-01-18",5.25,8362.655,5.3,121363,345000,159.4,0
"1997-01-25",5.25,8362.655,5.3,121363,340000,159.4,0
"1997-02-01",5.19,8362.655,5.2,121675,333000,159.7,0
"1997-02-08",5.19,8362.655,5.2,121675,315000,159.7,0
"1997-02-15",5.19,8362.655,5.2,121675,313000,159.7,0
"1997-02-22",5.19,8362.655,5.2,121675,322000,159.7,0
"1997-03-01",5.39,8362.655,5.2,121990,321000,159.8,0
"1997-03-08",5.39,8362.655,5.2,121990,317000,159.8,0
"1997-03-15",5.39,8362.655,5.2,121990,319000,159.8,0
"1997-03-22",5.39,8362.655,5.2,121990,315000,159.8,0
"1997-03-29",5.39,8362.655,5.2,121990,325000,159.8,0
"1997-04-01",5.51,8518.825,5.1,122286,325000,159.9,0
"1997-04-05",5.51,8518.825,5.1,122286,325000,159.9,0
"1997-04-12",5.51,8518.825,5.1,122286,330000,159.9,0
"1997-04-19",5.51,8518.825,5.1,122286,316000,159.9,0
"1997-04-26",5.51,8518.825,5.1,122286,337000,159.9,0
"1997-05-01",5.5,8518.825,4.9,122546,337000,159.9,0
"1997-05-03",5.5,8518.825,4.9,122546,342000,159.9,0
"1997-05-10",5.5,8518.825,4.9,122546,318000,159.9,0
"1997-05-17",5.5,8518.825,4.9,122546,322000,159.9,0
"1997-05-24",5.5,8518.825,4.9,122546,316000,159.9,0
"1997-05-31",5.5,8518.825,4.9,122546,321000,159.9,0
"1997-06-01",5.56,8518.825,5,122814,321000,160.2,0
"1997-06-07",5.56,8518.825,5,122814,329000,160.2,0
"1997-06-14",5.56,8518.825,5,122814,335000,160.2,0
"1997-06-21",5.56,8518.825,5,122814,316000,160.2,0
"1997-06-28",5.56,8518.825,5,122814,322000,160.2,0
"1997-07-01",5.52,8662.823,4.9,123111,322000,160.4,0
"1997-07-05",5.52,8662.823,4.9,123111,346000,160.4,0
"1997-07-12",5.52,8662.823,4.9,123111,328000,160.4,0
"1997-07-19",5.52,8662.823,4.9,123111,301000,160.4,0
"1997-07-26",5.52,8662.823,4.9,123111,306000,160.4,0
"1997-08-01",5.54,8662.823,4.8,123093,306000,160.8,0
"1997-08-02",5.54,8662.823,4.8,123093,320000,160.8,0
"1997-08-09",5.54,8662.823,4.8,123093,329000,160.8,0
"1997-08-16",5.54,8662.823,4.8,123093,343000,160.8,0
"1997-08-23",5.54,8662.823,4.8,123093,327000,160.8,0
"1997-08-30",5.54,8662.823,4.8,123093,332000,160.8,0
"1997-09-01",5.54,8662.823,4.9,123585,332000,161.2,0
"1997-09-06",5.54,8662.823,4.9,123585,313000,161.2,0
"1997-09-13",5.54,8662.823,4.9,123585,314000,161.2,0
"1997-09-20",5.54,8662.823,4.9,123585,317000,161.2,0
"1997-09-27",5.54,8662.823,4.9,123585,317000,161.2,0
"1997-10-01",5.5,8765.907,4.7,123929,317000,161.5,0
"1997-10-04",5.5,8765.907,4.7,123929,311000,161.5,0
"1997-10-11",5.5,8765.907,4.7,123929,305000,161.5,0
"1997-10-18",5.5,8765.907,4.7,123929,318000,161.5,0
"1997-10-25",5.5,8765.907,4.7,123929,306000,161.5,0
"1997-11-01",5.52,8765.907,4.6,124235,313000,161.7,0
"1997-11-08",5.52,8765.907,4.6,124235,308000,161.7,0
"1997-11-15",5.52,8765.907,4.6,124235,325000,161.7,0
"1997-11-22",5.52,8765.907,4.6,124235,309000,161.7,0
"1997-11-29",5.52,8765.907,4.6,124235,318000,161.7,0
"1997-12-01",5.5,8765.907,4.7,124549,318000,161.8,0
"1997-12-06",5.5,8765.907,4.7,124549,317000,161.8,0
"1997-12-13",5.5,8765.907,4.7,124549,323000,161.8,0
"1997-12-20",5.5,8765.907,4.7,124549,310000,161.8,0
"1997-12-27",5.5,8765.907,4.7,124549,303000,161.8,0
"1998-01-01",5.56,8866.48,4.6,124812,303000,162,0
"1998-01-03",5.56,8866.48,4.6,124812,312000,162,0
"1998-01-10",5.56,8866.48,4.6,124812,331000,162,0
"1998-01-17",5.56,8866.48,4.6,124812,341000,162,0
"1998-01-24",5.56,8866.48,4.6,124812,307000,162,0
"1998-01-31",5.56,8866.48,4.6,124812,315000,162,0
"1998-02-01",5.51,8866.48,4.6,125016,315000,162,0
"1998-02-07",5.51,8866.48,4.6,125016,311000,162,0
"1998-02-14",5.51,8866.48,4.6,125016,321000,162,0
"1998-02-21",5.51,8866.48,4.6,125016,327000,162,0
"1998-02-28",5.51,8866.48,4.6,125016,317000,162,0
"1998-03-01",5.49,8866.48,4.7,125164,317000,162,0
"1998-03-07",5.49,8866.48,4.7,125164,308000,162,0
"1998-03-14",5.49,8866.48,4.7,125164,319000,162,0
"1998-03-21",5.49,8866.48,4.7,125164,321000,162,0
"1998-03-28",5.49,8866.48,4.7,125164,312000,162,0
"1998-04-01",5.45,8969.699,4.3,125442,312000,162.2,0
"1998-04-04",5.45,8969.699,4.3,125442,312000,162.2,0
"1998-04-11",5.45,8969.699,4.3,125442,304000,162.2,0
"1998-04-18",5.45,8969.699,4.3,125442,317000,162.2,0
"1998-04-25",5.45,8969.699,4.3,125442,311000,162.2,0
"1998-05-01",5.49,8969.699,4.4,125844,311000,162.6,0
"1998-05-02",5.49,8969.699,4.4,125844,304000,162.6,0
"1998-05-09",5.49,8969.699,4.4,125844,306000,162.6,0
"1998-05-16",5.49,8969.699,4.4,125844,315000,162.6,0
"1998-05-23",5.49,8969.699,4.4,125844,309000,162.6,0
"1998-05-30",5.49,8969.699,4.4,125844,322000,162.6,0
"1998-06-01",5.56,8969.699,4.5,126076,322000,162.8,0
"1998-06-06",5.56,8969.699,4.5,126076,306000,162.8,0
"1998-06-13",5.56,8969.699,4.5,126076,321000,162.8,0
"1998-06-20",5.56,8969.699,4.5,126076,349000,162.8,0
"1998-06-27",5.56,8969.699,4.5,126076,376000,162.8,0
"1998-07-01",5.54,9121.097,4.5,126205,376000,163.2,0
"1998-07-04",5.54,9121.097,4.5,126205,362000,163.2,0
"1998-07-11",5.54,9121.097,4.5,126205,320000,163.2,0
"1998-07-18",5.54,9121.097,4.5,126205,315000,163.2,0
"1998-07-25",5.54,9121.097,4.5,126205,335000,163.2,0
"1998-08-01",5.55,9121.097,4.5,126544,327000,163.4,0
"1998-08-08",5.55,9121.097,4.5,126544,316000,163.4,0
"1998-08-15",5.55,9121.097,4.5,126544,308000,163.4,0
"1998-08-22",5.55,9121.097,4.5,126544,302000,163.4,0
"1998-08-29",5.55,9121.097,4.5,126544,310000,163.4,0
"1998-09-01",5.51,9121.097,4.6,126752,310000,163.5,0
"1998-09-05",5.51,9121.097,4.6,126752,313000,163.5,0
"1998-09-12",5.51,9121.097,4.6,126752,304000,163.5,0
"1998-09-19",5.51,9121.097,4.6,126752,305000,163.5,0
"1998-09-26",5.51,9121.097,4.6,126752,294000,163.5,0
"1998-10-01",5.07,9293.991,4.5,126954,294000,163.9,0
"1998-10-03",5.07,9293.991,4.5,126954,302000,163.9,0
"1998-10-10",5.07,9293.991,4.5,126954,316000,163.9,0
"1998-10-17",5.07,9293.991,4.5,126954,318000,163.9,0
"1998-10-24",5.07,9293.991,4.5,126954,309000,163.9,0
"1998-10-31",5.07,9293.991,4.5,126954,308000,163.9,0
"1998-11-01",4.83,9293.991,4.4,127231,308000,164.1,0
"1998-11-07",4.83,9293.991,4.4,127231,316000,164.1,0
"1998-11-14",4.83,9293.991,4.4,127231,334000,164.1,0
"1998-11-21",4.83,9293.991,4.4,127231,304000,164.1,0
"1998-11-28",4.83,9293.991,4.4,127231,310000,164.1,0
"1998-12-01",4.68,9293.991,4.4,127596,310000,164.4,0
"1998-12-05",4.68,9293.991,4.4,127596,326000,164.4,0
"1998-12-12",4.68,9293.991,4.4,127596,305000,164.4,0
"1998-12-19",4.68,9293.991,4.4,127596,297000,164.4,0
"1998-12-26",4.68,9293.991,4.4,127596,336000,164.4,0
"1999-01-01",4.63,9411.682,4.3,127702,336000,164.7,0
"1999-01-02",4.63,9411.682,4.3,127702,331000,164.7,0
"1999-01-09",4.63,9411.682,4.3,127702,345000,164.7,0
"1999-01-16",4.63,9411.682,4.3,127702,339000,164.7,0
"1999-01-23",4.63,9411.682,4.3,127702,311000,164.7,0
"1999-01-30",4.63,9411.682,4.3,127702,305000,164.7,0
"1999-02-01",4.76,9411.682,4.4,128120,305000,164.7,0
"1999-02-06",4.76,9411.682,4.4,128120,291000,164.7,0
"1999-02-13",4.76,9411.682,4.4,128120,312000,164.7,0
"1999-02-20",4.76,9411.682,4.4,128120,302000,164.7,0
"1999-02-27",4.76,9411.682,4.4,128120,301000,164.7,0
"1999-03-01",4.81,9411.682,4.2,128227,301000,164.8,0
"1999-03-06",4.81,9411.682,4.2,128227,3e+05,164.8,0
"1999-03-13",4.81,9411.682,4.2,128227,308000,164.8,0
"1999-03-20",4.81,9411.682,4.2,128227,305000,164.8,0
"1999-03-27",4.81,9411.682,4.2,128227,298000,164.8,0
"1999-04-01",4.74,9526.21,4.3,128597,298000,165.9,0
"1999-04-03",4.74,9526.21,4.3,128597,310000,165.9,0
"1999-04-10",4.74,9526.21,4.3,128597,319000,165.9,0
"1999-04-17",4.74,9526.21,4.3,128597,314000,165.9,0
"1999-04-24",4.74,9526.21,4.3,128597,291000,165.9,0
"1999-05-01",4.74,9526.21,4.2,128808,296000,166,0
"1999-05-08",4.74,9526.21,4.2,128808,310000,166,0
"1999-05-15",4.74,9526.21,4.2,128808,301000,166,0
"1999-05-22",4.74,9526.21,4.2,128808,298000,166,0
"1999-05-29",4.74,9526.21,4.2,128808,303000,166,0
"1999-06-01",4.76,9526.21,4.3,129089,303000,166,0
"1999-06-05",4.76,9526.21,4.3,129089,303000,166,0
"1999-06-12",4.76,9526.21,4.3,129089,290000,166,0
"1999-06-19",4.76,9526.21,4.3,129089,292000,166,0
"1999-06-26",4.76,9526.21,4.3,129089,291000,166,0
"1999-07-01",4.99,9686.626,4.3,129414,291000,166.7,0
"1999-07-03",4.99,9686.626,4.3,129414,287000,166.7,0
"1999-07-10",4.99,9686.626,4.3,129414,288000,166.7,0
"1999-07-17",4.99,9686.626,4.3,129414,309000,166.7,0
"1999-07-24",4.99,9686.626,4.3,129414,306000,166.7,0
"1999-07-31",4.99,9686.626,4.3,129414,3e+05,166.7,0
"1999-08-01",5.07,9686.626,4.2,129569,3e+05,167.1,0
"1999-08-07",5.07,9686.626,4.2,129569,295000,167.1,0
"1999-08-14",5.07,9686.626,4.2,129569,292000,167.1,0
"1999-08-21",5.07,9686.626,4.2,129569,286000,167.1,0
"1999-08-28",5.07,9686.626,4.2,129569,290000,167.1,0
"1999-09-01",5.22,9686.626,4.2,129772,290000,167.8,0
"1999-09-04",5.22,9686.626,4.2,129772,290000,167.8,0
"1999-09-11",5.22,9686.626,4.2,129772,281000,167.8,0
"1999-09-18",5.22,9686.626,4.2,129772,281000,167.8,0
"1999-09-25",5.22,9686.626,4.2,129772,306000,167.8,0
"1999-10-01",5.2,9900.169,4.1,130177,306000,168.1,0
"1999-10-02",5.2,9900.169,4.1,130177,309000,168.1,0
"1999-10-09",5.2,9900.169,4.1,130177,291000,168.1,0
"1999-10-16",5.2,9900.169,4.1,130177,287000,168.1,0
"1999-10-23",5.2,9900.169,4.1,130177,280000,168.1,0
"1999-10-30",5.2,9900.169,4.1,130177,285000,168.1,0
"1999-11-01",5.42,9900.169,4.1,130466,285000,168.4,0
"1999-11-06",5.42,9900.169,4.1,130466,282000,168.4,0
"1999-11-13",5.42,9900.169,4.1,130466,281000,168.4,0
"1999-11-20",5.42,9900.169,4.1,130466,276000,168.4,0
"1999-11-27",5.42,9900.169,4.1,130466,288000,168.4,0
"1999-12-01",5.3,9900.169,4,130772,288000,168.8,0
"1999-12-04",5.3,9900.169,4,130772,287000,168.8,0
"1999-12-11",5.3,9900.169,4,130772,272000,168.8,0
"1999-12-18",5.3,9900.169,4,130772,287000,168.8,0
"1999-12-25",5.3,9900.169,4,130772,268000,168.8,0
"2000-01-01",5.45,10002.179,4,131005,286000,169.3,0
"2000-01-08",5.45,10002.179,4,131005,298000,169.3,0
"2000-01-15",5.45,10002.179,4,131005,289000,169.3,0
"2000-01-22",5.45,10002.179,4,131005,284000,169.3,0
"2000-01-29",5.45,10002.179,4,131005,285000,169.3,0
"2000-02-01",5.73,10002.179,4.1,131124,285000,170,0
"2000-02-05",5.73,10002.179,4.1,131124,312000,170,0
"2000-02-12",5.73,10002.179,4.1,131124,3e+05,170,0
"2000-02-19",5.73,10002.179,4.1,131124,283000,170,0
"2000-02-26",5.73,10002.179,4.1,131124,280000,170,0
"2000-03-01",5.85,10002.179,4,131596,280000,171,0
"2000-03-04",5.85,10002.179,4,131596,286000,171,0
"2000-03-11",5.85,10002.179,4,131596,270000,171,0
"2000-03-18",5.85,10002.179,4,131596,271000,171,0
"2000-03-25",5.85,10002.179,4,131596,272000,171,0
"2000-04-01",6.02,10247.72,3.8,131888,266000,170.9,0
"2000-04-08",6.02,10247.72,3.8,131888,268000,170.9,0
"2000-04-15",6.02,10247.72,3.8,131888,259000,170.9,0
"2000-04-22",6.02,10247.72,3.8,131888,274000,170.9,0
"2000-04-29",6.02,10247.72,3.8,131888,291000,170.9,0
"2000-05-01",6.27,10247.72,4,132105,291000,171.2,0
"2000-05-06",6.27,10247.72,4,132105,293000,171.2,0
"2000-05-13",6.27,10247.72,4,132105,276000,171.2,0
"2000-05-20",6.27,10247.72,4,132105,280000,171.2,0
"2000-05-27",6.27,10247.72,4,132105,280000,171.2,0
"2000-06-01",6.53,10247.72,4,132061,280000,172.2,0
"2000-06-03",6.53,10247.72,4,132061,290000,172.2,0
"2000-06-10",6.53,10247.72,4,132061,284000,172.2,0
"2000-06-17",6.53,10247.72,4,132061,294000,172.2,0
"2000-06-24",6.53,10247.72,4,132061,296000,172.2,0
"2000-07-01",6.54,10318.165,4,132236,281000,172.7,0
"2000-07-08",6.54,10318.165,4,132236,293000,172.7,0
"2000-07-15",6.54,10318.165,4,132236,303000,172.7,0
"2000-07-22",6.54,10318.165,4,132236,3e+05,172.7,0
"2000-07-29",6.54,10318.165,4,132236,298000,172.7,0
"2000-08-01",6.5,10318.165,4.1,132230,298000,172.7,0
"2000-08-05",6.5,10318.165,4.1,132230,306000,172.7,0
"2000-08-12",6.5,10318.165,4.1,132230,315000,172.7,0
"2000-08-19",6.5,10318.165,4.1,132230,318000,172.7,0
"2000-08-26",6.5,10318.165,4.1,132230,312000,172.7,0
"2000-09-01",6.52,10318.165,3.9,132353,312000,173.6,0
"2000-09-02",6.52,10318.165,3.9,132353,301000,173.6,0
"2000-09-09",6.52,10318.165,3.9,132353,309000,173.6,0
"2000-09-16",6.52,10318.165,3.9,132353,311000,173.6,0
"2000-09-23",6.52,10318.165,3.9,132353,288000,173.6,0
"2000-09-30",6.52,10318.165,3.9,132353,292000,173.6,0
"2000-10-01",6.51,10435.744,3.9,132351,292000,173.9,0
"2000-10-07",6.51,10435.744,3.9,132351,309000,173.9,0
"2000-10-14",6.51,10435.744,3.9,132351,299000,173.9,0
"2000-10-21",6.51,10435.744,3.9,132351,295000,173.9,0
"2000-10-28",6.51,10435.744,3.9,132351,301000,173.9,0
"2000-11-01",6.51,10435.744,3.9,132556,301000,174.2,0
"2000-11-04",6.51,10435.744,3.9,132556,331000,174.2,0
"2000-11-11",6.51,10435.744,3.9,132556,318000,174.2,0
"2000-11-18",6.51,10435.744,3.9,132556,332000,174.2,0
"2000-11-25",6.51,10435.744,3.9,132556,356000,174.2,0
"2000-12-01",6.4,10435.744,3.9,132709,356000,174.6,0
"2000-12-02",6.4,10435.744,3.9,132709,338000,174.6,0
"2000-12-09",6.4,10435.744,3.9,132709,321000,174.6,0
"2000-12-16",6.4,10435.744,3.9,132709,354000,174.6,0
"2000-12-23",6.4,10435.744,3.9,132709,364000,174.6,0
"2000-12-30",6.4,10435.744,3.9,132709,353000,174.6,0
"2001-01-01",5.98,10470.231,4.2,132698,353000,175.6,0
"2001-01-06",5.98,10470.231,4.2,132698,337000,175.6,0
"2001-01-13",5.98,10470.231,4.2,132698,318000,175.6,0
"2001-01-20",5.98,10470.231,4.2,132698,343000,175.6,0
"2001-01-27",5.98,10470.231,4.2,132698,362000,175.6,0
"2001-02-01",5.49,10470.231,4.2,132789,362000,176,0
"2001-02-03",5.49,10470.231,4.2,132789,376000,176,0
"2001-02-10",5.49,10470.231,4.2,132789,365000,176,0
"2001-02-17",5.49,10470.231,4.2,132789,358000,176,0
"2001-02-24",5.49,10470.231,4.2,132789,386000,176,0
"2001-03-01",5.31,10470.231,4.3,132747,386000,176.1,0
"2001-03-03",5.31,10470.231,4.3,132747,384000,176.1,0
"2001-03-10",5.31,10470.231,4.3,132747,393000,176.1,0
"2001-03-17",5.31,10470.231,4.3,132747,393000,176.1,0
"2001-03-24",5.31,10470.231,4.3,132747,378000,176.1,0
"2001-03-31",5.31,10470.231,4.3,132747,388000,176.1,0
"2001-04-01",4.8,10599,4.4,132463,388000,176.4,1
"2001-04-07",4.8,10599,4.4,132463,398000,176.4,1
"2001-04-14",4.8,10599,4.4,132463,383000,176.4,1
"2001-04-21",4.8,10599,4.4,132463,4e+05,176.4,1
"2001-04-28",4.8,10599,4.4,132463,406000,176.4,1
"2001-05-01",4.21,10599,4.3,132410,406000,177.3,1
"2001-05-05",4.21,10599,4.3,132410,381000,177.3,1
"2001-05-12",4.21,10599,4.3,132410,390000,177.3,1
"2001-05-19",4.21,10599,4.3,132410,402000,177.3,1
"2001-05-26",4.21,10599,4.3,132410,405000,177.3,1
"2001-06-01",3.97,10599,4.5,132299,405000,177.7,1
"2001-06-02",3.97,10599,4.5,132299,406000,177.7,1
"2001-06-09",3.97,10599,4.5,132299,411000,177.7,1
"2001-06-16",3.97,10599,4.5,132299,394000,177.7,1
"2001-06-23",3.97,10599,4.5,132299,381000,177.7,1
"2001-06-30",3.97,10599,4.5,132299,394000,177.7,1
"2001-07-01",3.77,10598.02,4.6,132177,394000,177.4,1
"2001-07-07",3.77,10598.02,4.6,132177,401000,177.4,1
"2001-07-14",3.77,10598.02,4.6,132177,405000,177.4,1
"2001-07-21",3.77,10598.02,4.6,132177,398000,177.4,1
"2001-07-28",3.77,10598.02,4.6,132177,388000,177.4,1
"2001-08-01",3.65,10598.02,4.9,132028,388000,177.4,1
"2001-08-04",3.65,10598.02,4.9,132028,401000,177.4,1
"2001-08-11",3.65,10598.02,4.9,132028,394000,177.4,1
"2001-08-18",3.65,10598.02,4.9,132028,402000,177.4,1
"2001-08-25",3.65,10598.02,4.9,132028,395000,177.4,1
"2001-09-01",3.07,10598.02,5,131771,402000,178.1,1
"2001-09-08",3.07,10598.02,5,131771,408000,178.1,1
"2001-09-15",3.07,10598.02,5,131771,395000,178.1,1
"2001-09-22",3.07,10598.02,5,131771,453000,178.1,1
"2001-09-29",3.07,10598.02,5,131771,517000,178.1,1
"2001-10-01",2.49,10660.465,5.3,131454,517000,177.6,1
"2001-10-06",2.49,10660.465,5.3,131454,476000,177.6,1
"2001-10-13",2.49,10660.465,5.3,131454,482000,177.6,1
"2001-10-20",2.49,10660.465,5.3,131454,482000,177.6,1
"2001-10-27",2.49,10660.465,5.3,131454,483000,177.6,1
"2001-11-01",2.09,10660.465,5.5,131142,483000,177.5,1
"2001-11-03",2.09,10660.465,5.5,131142,440000,177.5,1
"2001-11-10",2.09,10660.465,5.5,131142,428000,177.5,1
"2001-11-17",2.09,10660.465,5.5,131142,431000,177.5,1
"2001-11-24",2.09,10660.465,5.5,131142,491000,177.5,1
"2001-12-01",1.82,10660.465,5.7,130982,465000,177.4,0
"2001-12-08",1.82,10660.465,5.7,130982,393000,177.4,0
"2001-12-15",1.82,10660.465,5.7,130982,389000,177.4,0
"2001-12-22",1.82,10660.465,5.7,130982,416000,177.4,0
"2001-12-29",1.82,10660.465,5.7,130982,421000,177.4,0
"2002-01-01",1.73,10783.5,5.7,130852,421000,177.7,0
"2002-01-05",1.73,10783.5,5.7,130852,397000,177.7,0
"2002-01-12",1.73,10783.5,5.7,130852,418000,177.7,0
"2002-01-19",1.73,10783.5,5.7,130852,405000,177.7,0
"2002-01-26",1.73,10783.5,5.7,130852,414000,177.7,0
"2002-02-01",1.74,10783.5,5.7,130736,414000,178,0
"2002-02-02",1.74,10783.5,5.7,130736,404000,178,0
"2002-02-09",1.74,10783.5,5.7,130736,397000,178,0
"2002-02-16",1.74,10783.5,5.7,130736,397000,178,0
"2002-02-23",1.74,10783.5,5.7,130736,398000,178,0
"2002-03-01",1.73,10783.5,5.7,130717,398000,178.5,0
"2002-03-02",1.73,10783.5,5.7,130717,392000,178.5,0
"2002-03-09",1.73,10783.5,5.7,130717,399000,178.5,0
"2002-03-16",1.73,10783.5,5.7,130717,392000,178.5,0
"2002-03-23",1.73,10783.5,5.7,130717,415000,178.5,0
"2002-03-30",1.73,10783.5,5.7,130717,479000,178.5,0
"2002-04-01",1.75,10887.46,5.9,130623,479000,179.3,0
"2002-04-06",1.75,10887.46,5.9,130623,445000,179.3,0
"2002-04-13",1.75,10887.46,5.9,130623,442000,179.3,0
"2002-04-20",1.75,10887.46,5.9,130623,416000,179.3,0
"2002-04-27",1.75,10887.46,5.9,130623,414000,179.3,0
"2002-05-01",1.75,10887.46,5.8,130634,414000,179.5,0
"2002-05-04",1.75,10887.46,5.8,130634,409000,179.5,0
"2002-05-11",1.75,10887.46,5.8,130634,413000,179.5,0
"2002-05-18",1.75,10887.46,5.8,130634,411000,179.5,0
"2002-05-25",1.75,10887.46,5.8,130634,403000,179.5,0
"2002-06-01",1.75,10887.46,5.8,130684,378000,179.6,0
"2002-06-08",1.75,10887.46,5.8,130684,388000,179.6,0
"2002-06-15",1.75,10887.46,5.8,130684,396000,179.6,0
"2002-06-22",1.75,10887.46,5.8,130684,388000,179.6,0
"2002-06-29",1.75,10887.46,5.8,130684,386000,179.6,0
"2002-07-01",1.73,10984.04,5.8,130590,386000,180,0
"2002-07-06",1.73,10984.04,5.8,130590,391000,180,0
"2002-07-13",1.73,10984.04,5.8,130590,384000,180,0
"2002-07-20",1.73,10984.04,5.8,130590,379000,180,0
"2002-07-27",1.73,10984.04,5.8,130590,390000,180,0
"2002-08-01",1.74,10984.04,5.7,130587,390000,180.5,0
"2002-08-03",1.74,10984.04,5.7,130587,388000,180.5,0
"2002-08-10",1.74,10984.04,5.7,130587,389000,180.5,0
"2002-08-17",1.74,10984.04,5.7,130587,399000,180.5,0
"2002-08-24",1.74,10984.04,5.7,130587,398000,180.5,0
"2002-08-31",1.74,10984.04,5.7,130587,394000,180.5,0
"2002-09-01",1.75,10984.04,5.7,130501,394000,180.8,0
"2002-09-07",1.75,10984.04,5.7,130501,416000,180.8,0
"2002-09-14",1.75,10984.04,5.7,130501,412000,180.8,0
"2002-09-21",1.75,10984.04,5.7,130501,401000,180.8,0
"2002-09-28",1.75,10984.04,5.7,130501,409000,180.8,0
"2002-10-01",1.75,11061.433,5.7,130628,409000,181.2,0
"2002-10-05",1.75,11061.433,5.7,130628,404000,181.2,0
"2002-10-12",1.75,11061.433,5.7,130628,405000,181.2,0
"2002-10-19",1.75,11061.433,5.7,130628,412000,181.2,0
"2002-10-26",1.75,11061.433,5.7,130628,409000,181.2,0
"2002-11-01",1.34,11061.433,5.9,130615,409000,181.5,0
"2002-11-02",1.34,11061.433,5.9,130615,405000,181.5,0
"2002-11-09",1.34,11061.433,5.9,130615,4e+05,181.5,0
"2002-11-16",1.34,11061.433,5.9,130615,389000,181.5,0
"2002-11-23",1.34,11061.433,5.9,130615,390000,181.5,0
"2002-11-30",1.34,11061.433,5.9,130615,377000,181.5,0
"2002-12-01",1.24,11061.433,6,130472,377000,181.8,0
"2002-12-07",1.24,11061.433,6,130472,425000,181.8,0
"2002-12-14",1.24,11061.433,6,130472,429000,181.8,0
"2002-12-21",1.24,11061.433,6,130472,394000,181.8,0
"2002-12-28",1.24,11061.433,6,130472,409000,181.8,0
"2003-01-01",1.24,11174.129,5.8,130580,409000,182.6,0
